epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,9,,,2.306154489517212,,
0,19,,,2.2988343238830566,,
0,29,,,2.279151678085327,,
0,39,,,2.231790542602539,,
0,49,,,2.2203500270843506,,
0,59,,,2.205634593963623,,
0,69,,,2.136030673980713,,
0,79,,,2.1945016384124756,,
0,89,,,2.1833903789520264,,
0,99,,,2.1733171939849854,,
0,109,,,2.184857130050659,,
0,119,,,2.1742382049560547,,
0,129,,,2.191955804824829,,
0,139,,,2.144256353378296,,
0,149,,,2.1577751636505127,,
0,159,,,2.1344857215881348,,
0,169,,,2.175281524658203,,
0,179,,,2.1396994590759277,,
0,189,,,2.142446279525757,,
0,199,,,2.0455269813537598,,
0,209,,,2.2053375244140625,,
0,219,,,2.1218488216400146,,
0,229,,,2.1139230728149414,,
0,239,,,2.1761977672576904,,
0,249,,,2.105020523071289,,
0,259,,,2.127753734588623,,
0,269,,,2.046619415283203,,
0,279,,,2.012195110321045,,
0,289,,,2.0710835456848145,,
0,299,,,1.99770987033844,,
0,309,,,2.0110037326812744,,
0,319,,,2.0475218296051025,,
0,329,,,2.1015286445617676,,
0,339,,,2.0437123775482178,,
0,349,,,1.9969788789749146,,
0,359,,,2.013550281524658,,
0,369,,,2.0099709033966064,,
0,379,,,2.0471880435943604,,
0,389,,,2.0127742290496826,,
0,399,,,2.020347833633423,,
0,409,,,2.044677257537842,,
0,419,,,1.9274414777755737,,
0,429,,,1.9617321491241455,,
0,429,,,,0.5040000081062317,1.966187834739685
1,439,,,1.9633592367172241,,
1,449,,,2.0297253131866455,,
1,459,,,1.9651089906692505,,
1,469,,,1.9966692924499512,,
1,479,,,1.847999095916748,,
1,489,,,1.9292762279510498,,
1,499,,,1.9209558963775635,,
1,509,,,1.8765925168991089,,
1,519,,,1.8641966581344604,,
1,529,,,1.8511102199554443,,
1,539,,,1.9034793376922607,,
1,549,,,1.922982096672058,,
1,559,,,1.9015401601791382,,
1,569,,,1.8048337697982788,,
1,579,,,1.9647231101989746,,
1,589,,,1.7936819791793823,,
1,599,,,1.8211809396743774,,
1,609,,,1.8189879655838013,,
1,619,,,1.8478012084960938,,
1,629,,,1.8438100814819336,,
1,639,,,1.7953739166259766,,
1,649,,,1.7953264713287354,,
1,659,,,1.7515275478363037,,
1,669,,,1.7619423866271973,,
1,679,,,1.8068797588348389,,
1,689,,,1.7060941457748413,,
1,699,,,1.7609896659851074,,
1,709,,,1.7551761865615845,,
1,719,,,1.7298943996429443,,
1,729,,,1.7901753187179565,,
1,739,,,1.784033179283142,,
1,749,,,1.7221218347549438,,
1,759,,,1.751557469367981,,
1,769,,,1.7328649759292603,,
1,779,,,1.8196196556091309,,
1,789,,,1.7866369485855103,,
1,799,,,1.7698156833648682,,
1,809,,,1.8201724290847778,,
1,819,,,1.6706799268722534,,
1,829,,,1.7396173477172852,,
1,839,,,1.7051578760147095,,
1,849,,,1.652113437652588,,
1,859,,,1.6858508586883545,,
1,859,,,,0.7261999845504761,1.7368561029434204
2,869,,,1.706407904624939,,
2,879,,,1.7651047706604004,,
2,889,,,1.8295499086380005,,
2,899,,,1.6931151151657104,,
2,909,,,1.7657676935195923,,
2,919,,,1.7380499839782715,,
2,929,,,1.7404156923294067,,
2,939,,,1.6678149700164795,,
2,949,,,1.6522927284240723,,
2,959,,,1.7416115999221802,,
2,969,,,1.7278598546981812,,
2,979,,,1.729566216468811,,
2,989,,,1.7770352363586426,,
2,999,,,1.7642837762832642,,
2,1009,,,1.7248578071594238,,
2,1019,,,1.7678664922714233,,
2,1029,,,1.7169500589370728,,
2,1039,,,1.7752315998077393,,
2,1049,,,1.7093404531478882,,
2,1059,,,1.7246984243392944,,
2,1069,,,1.681445837020874,,
2,1079,,,1.7281676530838013,,
2,1089,,,1.664853572845459,,
2,1099,,,1.6501548290252686,,
2,1109,,,1.7046213150024414,,
2,1119,,,1.6716619729995728,,
2,1129,,,1.765249490737915,,
2,1139,,,1.7479571104049683,,
2,1149,,,1.7328660488128662,,
2,1159,,,1.7050092220306396,,
2,1169,,,1.6967558860778809,,
2,1179,,,1.6612792015075684,,
2,1189,,,1.6625794172286987,,
2,1199,,,1.7179471254348755,,
2,1209,,,1.7299586534500122,,
2,1219,,,1.7477591037750244,,
2,1229,,,1.7302430868148804,,
2,1239,,,1.7447080612182617,,
2,1249,,,1.7678983211517334,,
2,1259,,,1.6973322629928589,,
2,1269,,,1.6579729318618774,,
2,1279,,,1.725080966949463,,
2,1289,,,1.7266662120819092,,
2,1289,,,,0.6926000118255615,1.7672072649002075
3,1299,,,1.7890188694000244,,
3,1309,,,1.8060215711593628,,
3,1319,,,1.685840129852295,,
3,1329,,,1.7527085542678833,,
3,1339,,,1.6852980852127075,,
3,1349,,,1.6741384267807007,,
3,1359,,,1.729057788848877,,
3,1369,,,1.67991304397583,,
3,1379,,,1.6792103052139282,,
3,1389,,,1.6650339365005493,,
3,1399,,,1.6967921257019043,,
3,1409,,,1.7314889430999756,,
3,1419,,,1.721573829650879,,
3,1429,,,1.7189629077911377,,
3,1439,,,1.6849939823150635,,
3,1449,,,1.6732628345489502,,
3,1459,,,1.6887048482894897,,
3,1469,,,1.654280424118042,,
3,1479,,,1.6172798871994019,,
3,1489,,,1.6900479793548584,,
3,1499,,,1.629278540611267,,
3,1509,,,1.6936345100402832,,
3,1519,,,1.6400768756866455,,
3,1529,,,1.6869323253631592,,
3,1539,,,1.7016124725341797,,
3,1549,,,1.6514133214950562,,
3,1559,,,1.6270408630371094,,
3,1569,,,1.6695741415023804,,
3,1579,,,1.6449377536773682,,
3,1589,,,1.7158493995666504,,
3,1599,,,1.7146120071411133,,
3,1609,,,1.6382310390472412,,
3,1619,,,1.6722607612609863,,
3,1629,,,1.6618857383728027,,
3,1639,,,1.6801707744598389,,
3,1649,,,1.570853590965271,,
3,1659,,,1.706986427307129,,
3,1669,,,1.6135585308074951,,
3,1679,,,1.7311487197875977,,
3,1689,,,1.66398286819458,,
3,1699,,,1.6752654314041138,,
3,1709,,,1.7354549169540405,,
3,1719,,,1.6653518676757812,,
3,1719,,,,0.751800000667572,1.7108806371688843
4,1729,,,1.709108591079712,,
4,1739,,,1.686109185218811,,
4,1749,,,1.75746488571167,,
4,1759,,,1.6215109825134277,,
4,1769,,,1.6212960481643677,,
4,1779,,,1.605437994003296,,
4,1789,,,1.674936294555664,,
4,1799,,,1.7934991121292114,,
4,1809,,,1.6502420902252197,,
4,1819,,,1.64857816696167,,
4,1829,,,1.676758885383606,,
4,1839,,,1.6676713228225708,,
4,1849,,,1.6621588468551636,,
4,1859,,,1.6858630180358887,,
4,1869,,,1.6739214658737183,,
4,1879,,,1.6669145822525024,,
4,1889,,,1.6620993614196777,,
4,1899,,,1.654187798500061,,
4,1909,,,1.639868974685669,,
4,1919,,,1.6753989458084106,,
4,1929,,,1.6623671054840088,,
4,1939,,,1.6332646608352661,,
4,1949,,,1.6638888120651245,,
4,1959,,,1.5775777101516724,,
4,1969,,,1.65531325340271,,
4,1979,,,1.6461596488952637,,
4,1989,,,1.6150470972061157,,
4,1999,,,1.7139453887939453,,
4,2009,,,1.6491211652755737,,
4,2019,,,1.6663058996200562,,
4,2029,,,1.6957746744155884,,
4,2039,,,1.6721744537353516,,
4,2049,,,1.6752289533615112,,
4,2059,,,1.6560955047607422,,
4,2069,,,1.7145179510116577,,
4,2079,,,1.720540165901184,,
4,2089,,,1.6736341714859009,,
4,2099,,,1.6976470947265625,,
4,2109,,,1.6373097896575928,,
4,2119,,,1.6592212915420532,,
4,2129,,,1.6485838890075684,,
4,2139,,,1.725540280342102,,
4,2149,,,1.5605181455612183,,
4,2149,,,,0.8181999921798706,1.6425049304962158
5,2150,0.817799985408783,1.6423187255859375,,,
